algorithm,text_size,avg_time_seconds
KMP,1000,0.00020897140020679217
KMP,5000,0.0010446478001540527
KMP,10000,0.002064878599776421
KMP,50000,0.010453882599904318
KMP,100000,0.02169082159998652
